episode,steps,total_time,total_reward,profit_per_time,completed_orders,completion_rate,empty_drive_ratio,reposition_rate,stay_and_wait_rate,mean_trip_fare
0,41,200,-36.0,-0.18,17,0.02364394993045897,0.7326732673267327,1.0,0.0,8.176470588235293
1,43,200,-70.5,-0.3525,14,0.019363762102351315,0.8059701492537313,0.9534883720930233,0.046511627906976744,7.785714285714286
2,42,200,-46.5,-0.2325,16,0.0213903743315508,0.755,1.0,0.0,8.0625
3,48,197,-51.0,-0.25888324873096447,16,0.020330368487928845,0.7777777777777778,0.9791666666666666,0.020833333333333332,7.75
4,49,197,-95.5,-0.4847715736040609,10,0.013089005235602094,0.8241206030150754,0.9795918367346939,0.02040816326530612,8.5
5,43,200,-38.5,-0.1925,16,0.0199501246882793,0.7219512195121951,0.9767441860465116,0.023255813953488372,8.5625
6,45,200,-49.0,-0.245,16,0.01987577639751553,0.77,0.9555555555555556,0.044444444444444446,7.875
7,42,199,19.5,0.09798994974874371,20,0.02544529262086514,0.6173469387755102,0.9285714285714286,0.07142857142857142,8.75
8,46,195,-21.0,-0.1076923076923077,19,0.022754491017964073,0.7333333333333333,0.9782608695652174,0.021739130434782608,7.7368421052631575
9,49,200,-34.5,-0.1725,18,0.022277227722772276,0.7562189054726368,0.9387755102040817,0.061224489795918366,7.722222222222222
10,40,200,-43.5,-0.2175,16,0.023222060957910014,0.746268656716418,0.975,0.025,8.1875
11,51,200,-94.5,-0.4725,12,0.015483870967741935,0.8465346534653465,0.9803921568627451,0.0196078431372549,7.583333333333333
12,41,196,-25.5,-0.13010204081632654,15,0.02130681818181818,0.6785714285714286,0.975609756097561,0.024390243902439025,9.2
13,49,200,13.0,0.065,23,0.025555555555555557,0.6764705882352942,0.9387755102040817,0.061224489795918366,7.869565217391305
14,43,200,-60.5,-0.3025,14,0.019390581717451522,0.775,0.9534883720930233,0.046511627906976744,8.214285714285714
15,43,200,-17.0,-0.085,18,0.02258469259723965,0.6862745098039216,0.9767441860465116,0.023255813953488372,8.555555555555555
16,42,200,-23.0,-0.115,18,0.023778071334214,0.7114427860696517,0.9761904761904762,0.023809523809523808,8.222222222222221
17,42,200,-35.5,-0.1775,16,0.021447721179624665,0.7107843137254902,1.0,0.0,8.6875
18,39,196,-36.5,-0.18622448979591838,18,0.025174825174825177,0.7614213197969543,1.0,0.0,7.611111111111111
19,50,200,-66.0,-0.33,15,0.018337408312958436,0.8009950248756219,1.0,0.0,7.666666666666667
20,47,200,-4.5,-0.0225,20,0.02386634844868735,0.685,0.9787234042553191,0.02127659574468085,8.15
21,43,200,3.5,0.0175,20,0.024600246002460024,0.6502463054187192,1.0,0.0,8.55
22,46,200,-26.0,-0.13,18,0.02258469259723965,0.73,0.9347826086956522,0.06521739130434782,8.0
23,46,200,-26.0,-0.13,19,0.022974607013301087,0.7326732673267327,1.0,0.0,7.842105263157895
24,48,200,-44.5,-0.2225,17,0.020070838252656435,0.775,0.9375,0.0625,7.647058823529412
25,55,200,-49.5,-0.2475,17,0.0196078431372549,0.785,0.9818181818181818,0.01818181818181818,7.529411764705882
26,54,200,-27.0,-0.135,19,0.020697167755991286,0.7463414634146341,0.9074074074074074,0.09259259259259259,7.7368421052631575
27,44,200,-28.0,-0.14,21,0.025547445255474453,0.7722772277227723,1.0,0.0,7.190476190476191
28,46,200,-53.0,-0.265,14,0.019553072625698324,0.75,0.9565217391304348,0.043478260869565216,8.571428571428571
29,43,198,-11.5,-0.05808080808080808,19,0.02383939774153074,0.6934673366834171,0.9767441860465116,0.023255813953488372,8.210526315789474
30,48,197,-44.5,-0.22588832487309646,16,0.020227560050568902,0.7525252525252525,1.0,0.0,8.0625
31,53,199,-64.5,-0.3241206030150754,15,0.01738122827346466,0.8131313131313131,0.9433962264150944,0.05660377358490566,7.466666666666667
32,43,200,-71.5,-0.3575,13,0.017496635262449527,0.7860696517412935,1.0,0.0,8.307692307692308
33,41,200,-18.0,-0.09,18,0.02356020942408377,0.6945812807881774,0.9512195121951219,0.04878048780487805,8.444444444444445
34,50,198,-52.5,-0.26515151515151514,15,0.017985611510791366,0.7738693467336684,0.92,0.08,8.0
35,43,195,-43.5,-0.2230769230769231,17,0.022193211488250653,0.7638190954773869,1.0,0.0,7.764705882352941
36,43,200,-67.0,-0.335,14,0.018893387314439947,0.7910447761194029,0.9767441860465116,0.023255813953488372,8.0
37,45,200,-52.0,-0.26,15,0.02066115702479339,0.76,0.9777777777777777,0.022222222222222223,8.2
38,37,198,3.0,0.015151515151515152,18,0.02553191489361702,0.6326530612244898,0.972972972972973,0.02702702702702703,9.0
39,52,200,-47.0,-0.235,17,0.020581113801452784,0.7733990147783252,0.9615384615384616,0.038461538461538464,7.705882352941177
40,52,200,-50.0,-0.25,16,0.01805869074492099,0.7711442786069652,0.9615384615384616,0.038461538461538464,7.875
41,49,200,-46.0,-0.23,17,0.02031063321385902,0.7722772277227723,0.9591836734693877,0.04081632653061224,7.705882352941177
42,49,200,-38.5,-0.1925,16,0.019464720194647202,0.735,0.9591836734693877,0.04081632653061224,8.3125
43,48,200,-67.0,-0.335,13,0.015643802647412757,0.7711442786069652,1.0,0.0,8.538461538461538
44,48,200,-51.5,-0.2575,14,0.01832460732984293,0.745,0.9583333333333334,0.041666666666666664,8.642857142857142
45,43,200,-74.0,-0.37,13,0.018387553041018388,0.7920792079207921,1.0,0.0,8.23076923076923
46,45,200,3.0,0.015,20,0.024213075060532687,0.6534653465346535,1.0,0.0,8.5
47,49,200,-43.0,-0.215,17,0.02040816326530612,0.7572815533980582,0.9387755102040817,0.061224489795918366,7.9411764705882355
48,46,195,-3.0,-0.015384615384615385,22,0.023732470334412083,0.7171717171717171,0.9782608695652174,0.021739130434782608,7.545454545454546
49,46,196,-19.5,-0.09948979591836735,17,0.020935960591133004,0.6919191919191919,0.9565217391304348,0.043478260869565216,8.588235294117647
50,44,200,-14.5,-0.0725,18,0.02176541717049577,0.685,0.9772727272727273,0.022727272727272728,8.5
51,45,200,-9.5,-0.0475,20,0.026041666666666668,0.7009803921568627,0.9333333333333333,0.06666666666666667,8.05
52,47,200,25.5,0.1275,23,0.025727069351230425,0.6467661691542289,0.8936170212765957,0.10638297872340426,8.08695652173913
53,44,200,-56.5,-0.2825,17,0.022020725388601035,0.8059701492537313,0.9772727272727273,0.022727272727272728,7.294117647058823
54,42,200,-36.0,-0.18,17,0.023287671232876714,0.7412935323383084,0.9523809523809523,0.047619047619047616,8.058823529411764
55,40,200,17.5,0.0875,23,0.02751196172248804,0.6617647058823529,0.925,0.075,8.0
56,46,200,-30.5,-0.1525,17,0.02199223803363519,0.725,0.9565217391304348,0.043478260869565216,8.235294117647058
57,42,200,-16.0,-0.08,19,0.02445302445302445,0.7029702970297029,0.9761904761904762,0.023809523809523808,8.157894736842104
58,40,200,-63.5,-0.3175,13,0.02037617554858934,0.765,0.975,0.025,8.615384615384615
59,51,194,-41.0,-0.211340206185567,18,0.020179372197309416,0.7777777777777778,0.9803921568627451,0.0196078431372549,7.444444444444445
