episode,steps,total_time,total_reward,profit_per_time,completed_orders,completion_rate,empty_drive_ratio,reposition_rate,stay_and_wait_rate,mean_trip_fare
0,54,200,-42.0,-0.21,17,0.008470353761833582,0.7463414634146341,1.0,0.0,8.058823529411764
1,44,197,-40.0,-0.20304568527918782,17,0.009134873723804407,0.764102564102564,0.9772727272727273,0.022727272727272728,7.705882352941177
2,53,200,-28.0,-0.14,20,0.009328358208955223,0.7611940298507462,0.9811320754716981,0.018867924528301886,7.4
3,54,200,-11.5,-0.0575,22,0.009959257582616569,0.736318407960199,1.0,0.0,7.409090909090909
4,49,200,-55.5,-0.2775,16,0.008542445274959957,0.7783251231527094,1.0,0.0,7.8125
5,43,200,-1.5,-0.0075,20,0.010582010582010581,0.6715686274509803,0.9534883720930233,0.046511627906976744,8.35
6,48,200,-6.0,-0.03,20,0.009930486593843098,0.69,0.9791666666666666,0.020833333333333332,8.1
7,47,200,-17.0,-0.085,19,0.010021097046413503,0.7114427860696517,0.9574468085106383,0.0425531914893617,8.052631578947368
8,45,200,-50.5,-0.2525,17,0.009234111895708854,0.7871287128712872,0.9555555555555556,0.044444444444444446,7.529411764705882
9,45,200,-11.0,-0.055,20,0.010542962572482868,0.7029702970297029,0.9777777777777777,0.022222222222222223,8.0
10,49,196,-25.5,-0.13010204081632654,18,0.00891089108910891,0.7309644670050761,0.9591836734693877,0.04081632653061224,7.944444444444445
11,44,196,-35.5,-0.18112244897959184,16,0.009034443817052512,0.7222222222222222,1.0,0.0,8.4375
12,36,200,-48.5,-0.2425,15,0.010615711252653927,0.745,1.0,0.0,8.4
13,52,200,-19.0,-0.095,20,0.009704027171276079,0.74,0.9423076923076923,0.057692307692307696,7.6
14,45,196,4.5,0.02295918367346939,21,0.011128775834658187,0.6733668341708543,0.9777777777777777,0.022222222222222223,8.095238095238095
15,50,200,-33.0,-0.165,18,0.008906481939633844,0.7438423645320197,0.96,0.04,7.888888888888889
16,56,200,6.0,0.03,22,0.009861048857014791,0.681592039800995,0.9821428571428571,0.017857142857142856,7.909090909090909
