episode,steps,total_time,total_reward,profit_per_time,completed_orders,completion_rate,empty_drive_ratio,reposition_rate,stay_and_wait_rate,mean_trip_fare
0,48,200,-29.5,-0.1475,17,0.009330406147091108,0.725,0.9375,0.0625,8.235294117647058
1,50,197,11.0,0.05583756345177665,24,0.010723860589812333,0.6984924623115578,1.0,0.0,7.5
2,46,200,-23.0,-0.115,19,0.00982419855222337,0.73,0.9782608695652174,0.021739130434782608,7.842105263157895
3,51,200,-5.0,-0.025,21,0.00995260663507109,0.6945812807881774,1.0,0.0,7.9523809523809526
4,47,200,4.0,0.02,21,0.010687022900763359,0.6732673267326733,0.9574468085106383,0.0425531914893617,8.142857142857142
5,53,200,-29.0,-0.145,19,0.008857808857808859,0.75,0.9811320754716981,0.018867924528301886,7.631578947368421
6,48,200,-32.5,-0.1625,18,0.009221311475409836,0.7376237623762376,1.0,0.0,7.944444444444445
7,50,200,-62.5,-0.3125,15,0.008012820512820512,0.7871287128712872,1.0,0.0,7.866666666666666
8,47,196,0.0,0.0,20,0.009970089730807577,0.678391959798995,0.9361702127659575,0.06382978723404255,8.2
9,43,200,0.5,0.0025,21,0.011284255776464266,0.6782178217821783,1.0,0.0,8.095238095238095
10,48,200,-43.0,-0.215,16,0.008533333333333334,0.7412935323383084,1.0,0.0,8.25
11,48,195,-17.0,-0.08717948717948718,20,0.00992063492063492,0.7346938775510204,0.9791666666666666,0.020833333333333332,7.6
12,53,200,-16.5,-0.0825,21,0.010154738878143133,0.736318407960199,1.0,0.0,7.523809523809524
13,48,200,-49.0,-0.245,16,0.008781558726673985,0.7623762376237624,0.9791666666666666,0.020833333333333332,8.0
14,49,200,-61.0,-0.305,16,0.008796041781198461,0.8009950248756219,1.0,0.0,7.5
15,50,200,-7.0,-0.035,20,0.009592326139088728,0.6847290640394089,1.0,0.0,8.2
16,53,200,-27.5,-0.1375,20,0.009564801530368245,0.7574257425742574,0.9811320754716981,0.018867924528301886,7.45
17,46,200,-13.0,-0.065,19,0.009533366783743101,0.693069306930693,0.9782608695652174,0.021739130434782608,8.263157894736842
18,50,200,15.0,0.075,23,0.011296660117878193,0.6633663366336634,1.0,0.0,7.956521739130435
19,42,197,3.0,0.015228426395939087,20,0.010700909577314071,0.6649746192893401,0.9761904761904762,0.023809523809523808,8.3
20,49,200,-34.0,-0.17,18,0.009207161125319692,0.7425742574257426,1.0,0.0,7.888888888888889
21,51,200,-61.5,-0.3075,15,0.007743933918430563,0.7871287128712872,0.9803921568627451,0.0196078431372549,7.866666666666666
22,50,200,-3.5,-0.0175,21,0.010375494071146246,0.6911764705882353,0.98,0.02,8.0
23,47,200,-62.0,-0.31,15,0.008116883116883116,0.7843137254901961,0.9787234042553191,0.02127659574468085,7.933333333333334
24,43,197,-32.5,-0.1649746192893401,18,0.009656652360515022,0.75,1.0,0.0,7.722222222222222
25,51,200,-61.0,-0.305,15,0.0080042689434365,0.7821782178217822,1.0,0.0,7.933333333333334
26,47,197,-3.0,-0.015228426395939087,19,0.009595959595959595,0.6666666666666666,0.9787234042553191,0.02127659574468085,8.473684210526315
27,52,200,-34.0,-0.17,18,0.00878048780487805,0.7512437810945274,0.9615384615384616,0.038461538461538464,7.777777777777778
28,46,200,-10.5,-0.0525,20,0.010621348911311737,0.698019801980198,1.0,0.0,8.05
29,44,200,-40.0,-0.2,18,0.009745533297238766,0.7623762376237624,1.0,0.0,7.666666666666667
30,47,200,-26.0,-0.13,18,0.00979858464888405,0.7213930348258707,0.9787234042553191,0.02127659574468085,8.11111111111111
31,53,200,-37.0,-0.185,19,0.009039010466222646,0.7711442786069652,1.0,0.0,7.421052631578948
32,43,200,3.5,0.0175,20,0.01084010840108401,0.665,0.9302325581395349,0.06976744186046512,8.35
33,47,200,-26.5,-0.1325,17,0.008933263268523384,0.7064676616915423,0.9787234042553191,0.02127659574468085,8.470588235294118
34,55,200,-54.5,-0.2725,17,0.008114558472553698,0.7960199004975125,1.0,0.0,7.411764705882353
35,51,198,-41.0,-0.20707070707070707,16,0.008205128205128205,0.7386934673366834,1.0,0.0,8.25
36,53,200,-9.5,-0.0475,21,0.009489380930863081,0.715,1.0,0.0,7.714285714285714
37,49,200,24.5,0.1225,23,0.01110574601641719,0.6386138613861386,0.9591836734693877,0.04081632653061224,8.173913043478262
